"","formally_taught_perl","formally_taught_other_os_language","other_os_language_taught"
"3534",NA,NA,""
"3535",1,1,""
"3536",4,1,""
"3537",3,1,""
"3538",1,1,""
"3539",3,3,""
"3540",1,1,""
"3541",1,1,""
"3542",1,1,""
"3543",1,1,""
"3544",1,1,""
"3545",2,1,""
"3546",1,1,""
"3547",1,5,"C, C++, Java, Scheme, Oberon"
"3548",1,1,""
"3549",1,1,""
"3550",NA,NA,""
"3551",1,2,""
"3552",1,1,""
"3553",1,2,""
"3554",1,1,""
"3555",NA,NA,""
"3556",1,3,"unix shell script"
"3557",NA,NA,""
"3558",1,1,""
"3559",1,1,""
"3560",1,3,"Ruby and Python, at least two smaller projects for each language."
"3561",1,1,""
"3562",3,1,""
"3563",1,2,"awk"
"3564",1,1,""
"3565",1,1,""
"3566",1,1,""
"3567",1,1,""
"3568",1,1,""
"3569",5,5,"Brainfuck"
"3570",NA,NA,""
"3571",1,1,""
"3572",1,1,""
"3573",NA,NA,""
"3574",5,5,"Ruby, PHP, JavaScript, Scala, (Haskell)"
"3575",2,1,""
"3576",1,1,""
"3577",1,4,""
"3578",5,5,""
"3579",1,1,""
"3580",1,1,""
"3581",1,1,""
"3582",2,2,"AWK"
"3583",3,5,""
"3584",NA,NA,""
"3585",1,1,""
"3586",1,1,""
"3587",1,1,""
"3588",1,1,""
"3589",1,1,""
"3590",1,1,""
"3591",3,3,"Lisp"
"3592",1,1,""
"3593",1,1,""
"3594",NA,NA,""
"3595",1,1,""
"3596",1,1,""
"3597",1,1,""
"3598",1,1,""
"3599",1,1,""
"3600",1,1,""
"3601",1,1,""
"3602",1,1,""
"3603",1,4,""
"3604",NA,NA,""
"3605",1,1,""
"3606",1,1,""
"3607",1,1,""
"3608",1,2,""
"3609",NA,NA,""
"3610",3,1,""
"3611",3,1,""
"3612",1,2,""
"3613",NA,NA,""
"3614",1,1,""
"3615",3,3,""
"3616",2,3,"Scheme[CR][CR]"
"3617",1,2,""
"3618",1,1,""
"3619",3,1,""
"3620",1,1,""
"3621",1,1,""
"3622",3,1,""
"3623",NA,NA,""
"3624",1,1,""
"3625",1,1,""
"3626",4,4,"Unix, basic knowldge"
"3627",1,1,""
"3628",3,1,""
"3629",1,1,""
"3630",1,1,""
"3631",1,1,""
"3632",1,1,""
"3633",1,1,""
"3634",1,3,"php"
"3635",1,1,""
"3636",1,1,""
"3637",1,1,""
"3638",1,1,""
"3639",1,1,""
"3640",1,1,""
"3641",1,1,""
"3642",1,1,""
"3643",1,1,""
"3644",1,1,""
"3645",1,2,""
"3646",1,3,""
"3647",3,5,"javascript, python"
"3648",1,1,""
"3649",NA,NA,""
"3650",1,1,""
"3651",1,1,""
"3652",2,2,"PHP"
"3653",1,1,""
"3654",1,1,""
"3655",NA,NA,""
"3656",1,1,""
"3657",1,1,""
"3658",1,1,""
"3659",1,1,""
"3660",NA,NA,""
"3661",NA,1,""
"3662",1,1,""
"3663",1,1,""
"3664",1,1,""
"3665",1,1,""
"3666",2,4,""
"3667",1,1,""
"3668",2,4,"Python"
"3669",NA,NA,""
"3670",NA,NA,""
"3671",4,3,""
"3672",2,4,"Java, Python, Bash"
"3673",1,1,""
"3674",1,1,""
"3675",1,1,""
"3676",2,2,""
"3677",2,1,""
"3678",1,5,"JavaScript"
"3679",1,1,""
"3680",1,1,""
"3681",1,1,""
"3682",3,3,"Prolog for theoretical studies"
"3683",1,1,""
"3684",NA,NA,""
"3685",NA,NA,""
"3686",1,1,""
"3687",1,1,""
"3688",1,1,""
"3689",NA,NA,""
"3690",1,4,"Scheme, Python, Matlab, Javascript"
"3691",1,3,"php phython"
"3692",1,1,""
"3693",3,4,"PHP[CR]Python[CR]ASP"
"3694",NA,1,""
"3695",1,1,""
"3696",1,1,""
"3697",1,1,""
"3698",1,4,"awk"
"3699",2,1,""
"3700",2,1,""
"3701",1,1,""
"3702",1,1,""
"3703",1,3,"Lisp"
"3704",1,1,""
"3705",5,4,""
"3706",1,1,""
"3707",3,1,""
"3708",1,1,""
"3709",NA,NA,""
"3710",1,1,""
"3711",2,3,"python perl"
"3712",NA,NA,""
"3713",1,1,""
"3714",1,1,""
"3715",1,1,""
"3716",1,1,""
"3717",1,1,""
"3718",NA,NA,""
"3719",NA,NA,""
"3720",NA,1,""
"3721",1,3,""
"3722",1,1,""
"3723",1,1,""
"3724",1,1,""
"3725",3,3,"bash, python"
"3726",1,1,""
"3727",NA,NA,""
"3728",1,1,""
"3729",1,1,""
"3730",1,1,""
"3731",1,1,""
"3732",1,1,""
"3733",1,1,""
"3734",1,1,""
"3735",4,1,""
"3736",2,2,"Python"
"3737",1,3,"Java"
"3738",1,1,""
"3739",1,1,""
"3740",1,2,"PHP"
"3741",1,1,""
"3742",1,3,"Lisp"
"3743",1,1,""
"3744",1,1,""
"3745",1,1,""
"3746",1,1,""
"3747",1,1,""
"3748",1,1,""
"3749",3,2,"javascript"
"3750",1,1,""
"3751",5,3,""
"3752",1,1,""
"3753",1,1,""
"3754",1,1,""
"3755",1,1,""
"3756",1,1,""
"3757",1,1,""
"3758",1,1,""
"3759",1,3,""
"3760",1,1,""
"3761",2,2,"perl python php javascript"
"3762",3,1,""
"3763",1,1,""
"3764",2,1,""
"3765",1,1,""
"3766",1,1,""
"3767",NA,NA,""
"3768",NA,NA,""
"3769",1,4,""
"3770",NA,NA,""
"3771",1,1,""
"3772",2,3,"bash"
"3773",1,1,""
"3774",1,1,""
"3775",1,1,""
"3776",NA,NA,""
"3777",1,1,""
"3778",1,1,""
"3779",1,1,""
"3780",3,3,""
"3781",3,1,""
"3782",1,1,""
"3783",1,1,""
"3784",NA,NA,""
"3785",1,1,""
"3786",1,1,""
"3787",1,1,""
"3788",1,1,""
"3789",1,1,""
"3790",3,3,"PHP, Python"
"3791",1,1,""
"3792",3,4,"PHP, Java"
"3793",1,1,""
"3794",4,1,""
"3795",1,1,""
"3796",1,1,""
"3797",NA,NA,""
"3798",1,1,""
"3799",1,1,""
"3800",1,1,""
"3801",3,3,"shells, TCL"
"3802",3,3,"OCaml"
"3803",NA,NA,""
"3804",NA,NA,""
"3805",3,4,"Python, Shell Script, PHP"
"3806",1,2,""
"3807",1,1,""
"3808",1,1,""
"3809",1,1,""
"3810",1,1,""
"3811",NA,NA,""
"3812",1,1,""
"3813",1,1,""
"3814",1,1,""
"3815",1,1,""
"3816",1,1,""
"3817",1,1,""
"3818",1,3,"Python"
"3819",1,1,""
"3820",3,2,""
"3821",1,1,""
"3822",1,1,""
"3823",1,3,"C, Fortran, C++, APL"
"3824",1,1,""
"3825",NA,NA,""
"3826",1,1,""
"3827",1,1,""
"3828",1,1,""
"3829",1,3,"bash / awk "
"3830",1,1,""
"3831",1,1,""
"3832",NA,NA,""
"3833",1,2,""
"3834",3,2,"Perl was the focus of one course and was taught in only one course.  I don't actually remember being taught any other open source dynamic languages.  Aside from a unit or class here or there, it was mostly Java or C et al."
"3835",3,1,""
"3836",1,4,"c++, java"
"3837",1,1,""
"3838",NA,NA,""
"3839",1,2,""
"3840",1,1,""
"3841",1,3,"shellscript, rexx"
"3842",1,5,""
"3843",1,1,""
"3844",1,1,""
"3845",1,3,""
"3846",1,4,""
"3847",1,1,""
"3848",1,1,""
"3849",1,1,""
"3850",5,3,"C"
"3851",1,1,""
"3852",1,1,""
"3853",1,1,""
"3854",1,1,""
"3855",1,1,""
"3856",1,1,""
"3857",1,3,"Java, Scheme, Prolog"
"3858",1,1,""
"3859",3,4,""
"3860",1,1,""
"3861",1,2,""
"3862",1,1,""
"3863",NA,NA,""
"3864",1,1,""
"3865",NA,NA,""
"3866",1,1,""
"3867",1,2,"Smalltalk (during Objective Programming course)"
"3868",1,3,"Python"
"3869",1,1,""
"3870",1,1,""
"3871",1,1,""
"3872",1,1,""
"3873",1,1,""
"3874",3,5,"scheme, lisp"
"3875",1,3,"Scheme[CR]Python[CR]Ruby"
"3876",3,5,"Java, TCL"
"3877",3,3,"Python"
"3878",1,1,""
"3879",1,1,""
"3880",2,1,""
"3881",1,1,""
"3882",1,1,""
"3883",NA,NA,""
"3884",1,1,""
"3885",NA,NA,""
"3886",1,1,""
"3887",1,1,""
"3888",NA,NA,""
"3889",1,1,""
"3890",1,1,""
"3891",1,1,""
"3892",NA,NA,""
"3893",1,1,""
"3894",1,1,""
"3895",1,1,""
"3896",1,1,""
"3897",1,1,""
"3898",1,1,""
"3899",NA,NA,""
"3900",1,1,""
"3901",2,2,"We touched on very little of Perl and Python in a class that required some system scripting; nothing about the web."
"3902",1,1,""
"3903",1,1,""
"3904",1,1,""
"3905",NA,NA,""
"3906",1,3,""
"3907",NA,NA,""
"3908",1,1,""
"3909",1,1,""
"3910",NA,NA,""
"3911",1,1,""
"3912",1,4,"python"
"3913",1,1,"Pascal, C"
"3914",3,1,""
"3915",1,1,""
"3916",1,1,""
"3917",3,3,"Python, bash"
"3918",1,1,""
"3919",1,1,""
"3920",1,1,""
"3921",1,1,""
"3922",1,1,""
"3923",1,3,"PHP "
"3924",1,1,""
"3925",1,1,""
"3926",2,1,""
"3927",2,4,"Python, Ruby"
"3928",1,1,""
"3929",NA,NA,""
"3930",1,1,""
"3931",3,2,"A language class, covered most of them lisp, php, etc."
"3932",1,1,""
"3933",2,2,"We used C in cs and later some embedded scheme for vlsi. Never taught, just expected to know. "
"3934",1,1,""
"3935",3,4,""
"3936",1,2,""
"3937",1,1,""
"3938",1,1,""
"3939",2,3,"Java, C++, Perl, Python"
"3940",1,1,""
"3941",1,1,""
"3942",1,1,""
"3943",2,1,""
"3944",1,1,""
"3945",1,1,""
"3946",1,1,""
"3947",1,1,""
"3948",1,3,"Lisp for an AI class"
"3949",1,1,""
"3950",NA,NA,""
"3951",1,2,""
"3952",1,4,"LISP, Smalltalk"
"3953",1,4,"ML"
"3954",2,3,"bash,java"
"3955",2,2,""
"3956",1,1,""
"3957",1,2,"Haskell, Lisp, Smalltalk (Squeek)"
"3958",1,1,""
"3959",1,4,""
"3960",NA,NA,""
"3961",1,1,""
"3962",1,2,"scheme"
"3963",1,1,""
"3964",1,3,""
"3965",1,1,""
"3966",1,1,""
"3967",3,1,""
"3968",2,1,""
"3969",1,1,""
"3970",2,2,""
"3971",2,2,"Lisp, Prolog"
"3972",1,1,""
"3973",1,1,""
"3974",1,1,""
"3975",1,1,""
"3976",1,1,""
"3977",3,3,"basic of Python"
"3978",1,1,""
"3979",1,1,""
"3980",3,1,""
"3981",1,1,""
"3982",1,3,"Lisp"
"3983",3,1,""
"3984",1,1,""
"3985",NA,NA,""
"3986",1,3,"PHP,AndroidOS"
"3987",2,1,""
"3988",1,1,""
"3989",2,5,"Python, Ruby"
"3990",1,1,""
"3991",1,1,""
"3992",1,1,""
"3993",1,1,""
"3994",1,1,""
"3995",1,1,""
"3996",1,1,""
"3997",1,3,"not sure if 'c' counts"
"3998",1,1,""
"3999",1,1,""
"4000",1,1,""
"4001",1,1,""
"4002",1,1,""
"4003",NA,NA,""
"4004",1,1,""
"4005",1,1,""
"4006",NA,NA,""
"4007",1,1,""
"4008",1,1,""
"4009",1,3,"Php[CR]Python"
"4010",1,1,""
"4011",1,1,""
"4012",1,1,""
"4013",1,1,""
"4014",1,3,"Lisp, Icon"
"4015",1,1,""
"4016",1,1,""
"4017",1,1,""
"4018",1,3,""
"4019",1,1,""
"4020",1,1,""
"4021",1,1,""
"4022",NA,NA,""
"4023",1,1,""
"4024",1,1,""
"4025",1,1,""
"4026",1,3,"python"
"4027",1,1,""
"4028",3,4,"VisualBasic, ASP, PHP, C, Java"
"4029",1,3,""
"4030",1,3,"php[CR]"
"4031",1,1,""
"4032",1,1,""
"4033",NA,NA,""
"4034",1,1,""
"4035",1,1,""
"4036",1,3,""
"4037",1,1,""
"4038",1,1,""
"4039",1,1,""
"4040",NA,NA,""
"4041",1,1,""
"4042",1,3,"Java[CR]C++"
"4043",1,1,""
"4044",1,1,""
"4045",1,2,"Python"
"4046",1,1,""
"4047",1,1,""
"4048",1,1,""
"4049",1,1,""
"4050",1,1,""
"4051",1,1,""
"4052",1,1,""
"4053",4,4,""
"4054",1,1,""
"4055",1,1,""
"4056",1,4,"Scheme"
"4057",1,2,""
"4058",3,2,""
"4059",1,3,"Scheme"
"4060",1,1,""
"4061",1,1,""
"4062",1,1,""
"4063",NA,NA,""
"4064",1,1,""
"4065",1,1,""
"4066",1,1,""
"4067",1,1,""
"4068",5,4,"Ruby, Python"
"4069",1,1,""
"4070",1,1,""
"4071",1,1,""
"4072",3,4,"python, ruby"
"4073",1,3,"Pascal"
"4074",1,1,""
"4075",1,1,""
"4076",NA,NA,""
"4077",1,2,"Icon (which I think is in the public domain) was covered in a survey of programming languages class (about 1/4 of a semester)."
"4078",NA,NA,""
"4079",2,3,"python"
"4080",1,3,"Java, Haskell"
"4081",1,1,""
"4082",1,1,""
"4083",1,1,""
"4084",1,1,""
"4085",1,1,""
"4086",NA,NA,""
"4087",1,1,""
"4088",3,1,""
"4089",1,1,""
"4090",1,1,""
"4091",1,4,"C++"
"4092",1,1,""
"4093",1,1,""
"4094",1,1,""
"4095",1,1,""
"4096",1,3,"scheme, javascript"
"4097",2,2,"pascal"
"4098",1,1,""
"4099",1,1,""
"4100",3,3,"Haskell"
"4101",1,1,""
"4102",1,3,""
"4103",1,1,"C (I doubt it counts as dynamic ;-)"
"4104",1,2,"tcl/tk"
"4105",1,1,""
"4106",NA,NA,""
"4107",1,3,"LISP"
"4108",1,1,""
"4109",1,1,""
"4110",NA,3,""
"4111",1,1,""
"4112",1,1,""
"4113",1,1,""
"4114",1,3,"Python, Ruby, Javasript"
"4115",1,1,""
"4116",1,1,""
"4117",1,1,""
"4118",1,1,""
"4119",1,1,""
"4120",1,1,""
"4121",1,1,""
"4122",1,1,""
"4123",1,1,""
"4124",1,3,""
"4125",1,1,""
"4126",1,4,"sml[CR]prolog[CR]tcl"
"4127",1,1,""
"4128",3,1,""
"4129",1,1,""
"4130",1,1,""
"4131",1,1,""
"4132",1,1,""
"4133",1,1,""
"4134",1,1,""
"4135",1,1,""
"4136",NA,NA,""
"4137",1,1,""
"4138",1,3,""
"4139",NA,NA,""
"4140",1,1,""
"4141",NA,NA,""
"4142",1,1,""
"4143",1,1,""
"4144",1,1,""
"4145",NA,NA,""
"4146",1,1,""
"4147",1,1,""
"4148",1,1,""
"4149",3,2,"Misc. custom to the college."
"4150",1,1,""
"4151",NA,NA,""
"4152",1,1,"I was 'taught' Pascal (Sob)"
"4153",1,1,""
"4154",NA,NA,""
"4155",1,2,""
"4156",1,3,"Scheme"
"4157",1,1,""
"4158",1,1,""
"4159",1,1,""
"4160",1,1,""
"4161",1,1,""
"4162",1,4,"Assembly, C, C++, Java"
"4163",1,1,""
"4164",1,1,""
"4165",1,1,""
"4166",1,1,""
"4167",1,1,""
"4168",1,1,""
"4169",1,3,"scheme"
"4170",4,3,"python"
"4171",1,1,""
"4172",1,1,""
"4173",1,2,"Smalltalk"
"4174",1,1,""
"4175",1,1,""
"4176",1,3,"PHP"
"4177",NA,NA,""
"4178",1,1,""
"4179",1,4,"Pascal, Cobol"
"4180",1,1,""
"4181",1,1,""
"4182",1,4,"java"
"4183",1,2,"Java"
"4184",5,5,""
"4185",1,3,"Unicon, Lisp, Prolog"
"4186",NA,NA,""
"4187",1,1,""
"4188",1,1,""
"4189",1,1,""
"4190",1,2,"C[CR]Lisp[CR]"
"4191",1,4,""
"4192",1,3,"PHP"
"4193",1,1,""
"4194",1,3,"Tcl"
"4195",1,1,""
"4196",1,1,""
"4197",3,3,"Python"
"4198",1,1,""
"4199",1,3,"php, basic"
"4200",1,1,""
"4201",1,1,""
"4202",1,1,""
"4203",1,1,""
"4204",3,1,""
"4205",2,3,""
"4206",1,2,""
"4207",1,1,"we were taught java, but it wasn't open source then."
"4208",1,1,""
"4209",1,1,""
"4210",1,3,"shell"
"4211",1,1,""
"4212",1,1,""
"4213",1,2,""
"4214",1,3,"Scheme"
"4215",1,1,""
"4216",1,1,""
"4217",1,1,""
"4218",2,3,""
"4219",NA,NA,""
"4220",1,3,"PHP"
"4221",2,3,""
"4222",1,NA,""
"4223",1,1,""
"4224",1,1,""
"4225",1,1,""
"4226",NA,NA,""
"4227",1,1,""
"4228",1,1,""
"4229",1,1,""
"4230",1,1,""
"4231",1,1,""
"4232",1,1,""
"4233",1,1,""
"4234",1,1,""
"4235",1,3,""
"4236",1,1,""
"4237",1,4,"basic, pascal"
"4238",1,1,""
"4239",1,1,""
"4240",1,1,""
"4241",1,1,""
"4242",1,2,""
"4243",1,1,""
"4244",1,1,""
"4245",1,1,""
"4246",1,1,""
"4247",1,1,""
"4248",1,1,""
"4249",1,1,""
"4250",1,1,""
"4251",3,1,""
"4252",1,1,""
"4253",1,1,""
"4254",1,1,""
"4255",NA,NA,""
"4256",NA,NA,""
"4257",3,5,"PHP"
"4258",1,1,""
"4259",1,1,""
"4260",1,1,""
"4261",3,1,""
"4262",1,2,"Haskell, Agda"
"4263",1,1,""
"4264",NA,NA,""
"4265",2,1,""
"4266",3,3,""
"4267",1,1,""
"4268",1,1,""
"4269",NA,NA,""
"4270",1,1,""
"4271",NA,NA,""
"4272",NA,NA,""
"4273",1,1,""
"4274",1,1,""
"4275",2,1,""
"4276",NA,NA,""
"4277",1,1,""
"4278",1,1,""
"4279",1,1,""
"4280",NA,NA,""
"4281",1,1,""
"4282",1,2,"scheme"
"4283",1,1,""
"4284",1,1,""
"4285",1,2,""
"4286",3,1,""
"4287",NA,NA,""
"4288",1,1,""
"4289",1,1,""
"4290",1,2,"PASCAL"
"4291",1,1,""
"4292",3,3,"r"
"4293",1,1,""
"4294",1,2,""
"4295",1,1,""
"4296",1,1,""
"4297",1,1,""
"4298",2,2,""
"4299",1,2,""
"4300",2,2,""
"4301",1,1,""
"4302",1,2,""
"4303",1,1,""
"4304",1,3,""
"4305",1,1,""
"4306",1,1,""
"4307",1,5,"PHP, JavaScript, Ruby"
"4308",1,1,""
"4309",3,1,""
"4310",1,1,""
"4311",1,4,"php, java, IDL"
"4312",1,1,""
"4313",1,3,"Haskell"
"4314",1,1,""
"4315",NA,NA,""
"4316",1,1,""
"4317",1,1,""
"4318",1,1,""
"4319",NA,NA,""
"4320",1,1,""
"4321",1,1,""
"4322",1,3,"Smalltalk"
"4323",1,1,""
"4324",1,2,"Pascal"
"4325",1,1,""
"4326",3,3,"PHP[CR]"
"4327",1,1,""
"4328",1,1,""
"4329",1,3,"Lisp (2 sem)"
"4330",1,3,""
"4331",1,1,""
"4332",NA,NA,""
"4333",1,3,"python, php, lua"
"4334",2,1,""
"4335",1,1,"Lisp"
"4336",1,1,""
"4337",1,1,""
"4338",NA,NA,""
"4339",3,4,"Haskell, Python"
"4340",NA,NA,""
"4341",3,3,"PHP"
"4342",1,1,""
"4343",1,1,""
"4344",1,5,"Python, Smalltalk"
"4345",1,3,""
"4346",NA,NA,""
"4347",1,1,""
"4348",1,1,""
"4349",1,1,""
"4350",1,1,""
"4351",1,1,""
"4352",1,1,""
"4353",1,1,""
"4354",1,1,""
"4355",1,1,""
"4356",1,1,""
"4357",1,1,""
"4358",2,2,"Bash, Python, Java, C++"
"4359",1,1,""
"4360",NA,NA,""
"4361",1,1,""
"4362",1,1,""
"4363",1,1,""
"4364",1,1,""
"4365",1,1,""
"4366",1,1,""
"4367",1,1,""
"4368",1,3,""
"4369",NA,NA,""
"4370",1,4,"PHP, python"
"4371",1,1,""
"4372",1,1,""
"4373",1,1,""
"4374",5,1,""
"4375",1,1,""
"4376",1,3,"PHP, Python, PL/SQL if you want...[CR]Is Java considered a ""dynamic language""?"
"4377",1,1,""
"4378",2,3,"Ruby, Lisp"
"4379",1,1,""
"4380",NA,NA,""
"4381",1,1,""
"4382",1,1,""
"4383",1,1,""
"4384",2,1,""
"4385",1,3,"Java"
"4386",1,1,""
"4387",1,1,""
"4388",1,1,""
"4389",NA,NA,""
"4390",1,1,""
"4391",1,1,""
"4392",1,1,""
"4393",1,1,""
"4394",1,1,""
"4395",2,4,""
"4396",1,3,"Scheme, Lisp, Prolog"
"4397",1,1,""
"4398",1,1,""
"4399",1,1,""
"4400",1,1,""
"4401",1,1,""
"4402",2,3,""
"4403",1,1,""
"4404",1,3,"I was taught PASCAL."
"4405",1,3,"Lisp, Scheme"
"4406",1,1,""
"4407",1,1,""
"4408",2,2,""
"4409",1,1,""
"4410",1,1,""
"4411",3,1,""
"4412",1,2,""
"4413",NA,NA,""
"4414",1,4,"Java, PHP"
"4415",2,4,""
"4416",2,4,"PHP, Python"
"4417",1,2,""
"4418",1,1,"Open source wasn't named such when I was in college (1970)"
"4419",1,4,""
"4420",1,4,"bash"
"4421",4,4,""
"4422",1,1,""
"4423",2,3,"bash, ruby, python"
"4424",1,3,"MySQL?"
"4425",3,5,""
"4426",1,NA,""
"4427",1,1,""
"4428",1,2,"awk"
"4429",NA,NA,""
"4430",1,4,""
"4431",1,1,""
"4432",NA,NA,""
"4433",3,3,"Scheme"
"4434",1,3,"c/c++"
"4435",1,1,""
"4436",3,5,"BASH, VBS, JS, Python"
"4437",1,1,""
"4438",NA,NA,""
"4439",1,1,""
"4440",2,5,"Python, PHP, JavaScript"
"4441",1,2,""
"4442",1,5,"simula, java, C, assembly"
"4443",1,1,""
"4444",1,1,""
"4445",1,1,""
"4446",1,3,""
"4447",1,1,""
"4448",1,1,""
"4449",2,2,""
"4450",1,1,""
"4451",NA,NA,""
"4452",1,1,""
"4453",1,1,""
"4454",NA,NA,""
"4455",1,1,""
"4456",1,1,""
"4457",1,1,""
"4458",1,1,""
"4459",1,1,""
"4460",1,1,""
"4461",1,1,""
"4462",1,2,"php"
"4463",1,1,""
"4464",1,1,""
"4465",NA,NA,""
"4466",3,1,""
"4467",3,4,"php"
"4468",1,1,""
"4469",NA,NA,""
"4470",1,1,""
"4471",1,1,""
"4472",1,1,""
"4473",NA,NA,""
"4474",3,2,"shell"
"4475",1,1,""
"4476",1,3,"Scheme"
"4477",1,1,""
"4478",1,1,""
"4479",1,2,"php - not very much"
"4480",1,2,""
"4481",2,1,""
"4482",1,1,""
"4483",1,1,""
"4484",1,1,""
"4485",1,1,""
"4486",2,2,""
"4487",4,2,""
"4488",1,1,""
"4489",1,2,""
"4490",3,3,"PHP, python, ruby"
"4491",NA,NA,""
"4492",1,1,""
"4493",1,1,""
"4494",1,3,"'R'  (in Science of Statistics it is the major and only Software/Programming language - see: www.r-project.org )"
"4495",1,3,"Python"
"4496",NA,NA,""
"4497",1,1,""
"4498",2,3,"Smalltalk, TCL"
"4499",1,1,""
"4500",1,1,""
"4501",1,1,""
"4502",1,1,""
"4503",NA,NA,""
"4504",1,1,""
"4505",4,1,""
"4506",4,4,"PHP"
"4507",1,3,"Java, JSP, PHP"
"4508",1,3,"php"
"4509",5,4,"Prolog, PostScript"
"4510",1,1,""
"4511",1,1,""
"4512",1,1,""
"4513",1,1,""
"4514",NA,NA,""
"4515",1,1,""
"4516",2,2,""
"4517",1,2,"Java, Javascript"
"4518",1,1,""
"4519",NA,NA,""
"4520",1,1,""
"4521",1,1,""
"4522",1,1,""
"4523",1,1,""
"4524",1,1,""
"4525",1,1,""
"4526",1,1,""
"4527",1,1,""
"4528",1,1,""
"4529",2,1,""
"4530",3,3,"Python, Scheme"
"4531",1,1,""
"4532",NA,NA,""
"4533",1,1,""
"4534",1,1,""
"4535",1,1,""
"4536",NA,NA,""
"4537",1,1,""
"4538",1,1,""
"4539",5,2,""
"4540",1,1,""
"4541",1,3,"C, Java, C++"
"4542",1,1,""
"4543",1,2,"Python."
"4544",1,2,"lisp, smalltalk"
"4545",1,1,""
"4546",1,1,""
"4547",2,NA,""
"4548",NA,NA,""
"4549",4,4,""
"4550",1,2,"JavaScript"
"4551",1,1,""
"4552",NA,NA,""
"4553",1,1,""
"4554",1,3,""
"4555",1,1,""
"4556",1,2,"Scheme"
"4557",1,1,""
"4558",1,1,""
"4559",1,4,""
"4560",1,1,""
"4561",1,1,""
"4562",1,1,""
"4563",1,1,""
"4564",1,1,""
"4565",1,3,"Python, Prolog"
"4566",1,1,""
"4567",1,1,""
"4568",NA,NA,""
"4569",1,1,""
"4570",1,1,""
"4571",1,3,"ml, php"
"4572",1,1,""
"4573",1,1,""
"4574",1,3,"Java, C"
"4575",1,1,""
"4576",1,1,""
"4577",4,2,""
"4578",1,1,""
"4579",3,3,"python, bash"
"4580",1,1,""
"4581",1,1,""
"4582",1,2,""
"4583",1,1,""
"4584",NA,NA,""
"4585",NA,NA,""
"4586",NA,NA,""
"4587",1,3,"Ruby"
"4588",1,1,""
"4589",2,1,""
"4590",1,1,""
"4591",1,1,""
"4592",1,1,""
"4593",NA,NA,""
"4594",NA,NA,""
"4595",1,1,""
"4596",3,1,""
"4597",1,1,""
"4598",1,1,""
"4599",1,3,""
"4600",1,1,""
"4601",3,2,""
"4602",1,1,""
"4603",1,1,""
"4604",1,1,""
"4605",1,1,""
"4606",1,1,""
"4607",1,1,""
"4608",1,1,""
"4609",1,1,""
"4610",1,NA,"No idea. Please define ""open source language"". I would think any language taught during my education was ""open"". Not sure how ""source"" plays a role in ""language"". There might have been both ""closed source"" and ""open source"" compilers for the same language. How does that rate? Not that the concept of ""open source"" existed at the time of my education. "
"4611",3,2,"java[CR]pike[CR]"
"4612",NA,NA,""
"4613",1,1,""
"4614",1,1,""
"4615",NA,NA,""
"4616",1,1,""
"4617",1,1,""
"4618",1,3,"Pascal, Cobol, 6800"
"4619",1,1,""
"4620",3,4,"Java[CR]Python"
"4621",1,1,""
"4622",1,1,""
"4623",1,1,""
"4624",1,3,""
"4625",4,1,""
"4626",3,1,""
"4627",3,3,"Javascript, PHP, Python, Ruby"
"4628",1,1,""
"4629",1,1,""
"4630",1,1,""
"4631",3,2,""
"4632",1,1,""
"4633",1,1,""
"4634",1,1,""
"4635",NA,NA,""
"4636",1,1,""
"4637",NA,NA,""
"4638",1,1,""
"4639",1,1,""
"4640",1,4,"python"
"4641",1,1,""
"4642",1,1,""
"4643",1,1,""
"4644",3,1,""
"4645",1,1,""
"4646",1,1,""
"4647",NA,NA,""
"4648",1,1,""
"4649",1,1,""
"4650",1,1,""
"4651",NA,NA,""
"4652",1,1,""
"4653",1,1,""
"4654",1,3,"Python, Lua"
"4655",1,3,"Python"
"4656",1,1,""
"4657",1,1,""
"4658",1,2,"C - mostly intro"
"4659",1,1,""
"4660",1,1,""
"4661",1,1,""
"4662",1,1,"what the hell are ""open source dynamic languages"""
"4663",3,3,"PHP, Java"
"4664",1,1,""
"4665",NA,NA,""
"4666",1,3,"Java"
"4667",1,1,""
"4668",NA,NA,""
"4669",3,3,"PHP -- Quite a bit[CR]Python -- A little"
"4670",1,2,""
"4671",1,1,""
"4672",1,1,""
"4673",1,1,""
"4674",NA,NA,""
"4675",NA,NA,""
"4676",1,1,""
"4677",1,1,""
"4678",1,1,""
"4679",1,1,""
"4680",1,1,""
"4681",NA,NA,""
"4682",1,1,""
"4683",1,1,""
"4684",1,1,""
"4685",1,2,""
"4686",1,1,""
"4687",NA,NA,""
"4688",5,NA,""
"4689",1,1,""
"4690",1,1,""
"4691",2,1,""
"4692",3,3,"Python"
"4693",1,1,""
"4694",1,4,"bash, awk"
"4695",3,1,""
"4696",1,1,""
"4697",1,3,"Java"
"4698",2,1,""
"4699",1,1,""
"4700",NA,NA,""
"4701",1,1,""
"4702",1,1,""
"4703",2,2,""
"4704",NA,NA,""
"4705",1,3,"C, the basics."
"4706",1,1,""
"4707",1,1,""
"4708",1,3,"php"
"4709",NA,NA,""
"4710",1,1,""
"4711",1,2,""
"4712",1,1,""
"4713",1,1,""
"4714",1,1,""
"4715",2,2,"PHP"
"4716",1,5,"pascal"
"4717",1,3,"Scheme"
"4718",1,1,""
"4719",3,1,""
"4720",1,1,""
